fax_no,gifted_ind,mothertongue3_code,fifth_vp_name,postal_code,type_code,second_vp_name,first_vp_name,mainlevel_code,email_address,sap_ind,telephone_no_2,mrt_desc,bus_desc,third_vp_name,telephone_no,ip_ind,principal_name,mothertongue1_code,nature_code,fourth_vp_name,autonomous_ind,session_code,school_name,dgp_code,address,sixth_vp_name,mothertongue2_code,fax_no_2,zone_code,_id,url_address
67585380,No,Tamil,NULL,757704,GOVERNMENT SCHOOL,MR LEE YONG KIANG JUSTIN,MR GOH KEE YONG @ GOH CHONG HENG,SECONDARY,SEMBAWANG_SS@MOE.EDU.SG,No,na,SEMBAWANG MRT,"859, 859A, 962",NULL,67566760,No,MR JASWANT SINGH,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SEMBAWANG SECONDARY SCHOOL,SEMBAWANG,30   SEMBAWANG CRESCENT,NULL,Malay,na,NORTH,251,http://www.sembawangsec.moe.edu.sg
63840839,No,Tamil,NULL,545166,GOVERNMENT SCHOOL,NULL,MISS THIEN LI CHIN,PRIMARY,SKPS@MOE.EDU.SG,No,na,Sengkang MRT,"27, 80, 82, 83, 86, 87, 88, 89, 119, 156, 163, 371, 372 & 965",NULL,63840809,No,MDM SEAH WHYE CHOO,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SENG KANG PRIMARY SCHOOL,SENG KANG,21   COMPASSVALE WALK,NULL,Malay,na,NORTH,252,http://www.sengkangpri.moe.edu.sg/
63887254,No,Tamil,NULL,545090,GOVERNMENT SCHOOL,MDM NAZIMAH BTE ABDULLAH,MR TAN TECK TIAN,SECONDARY,skss@moe.edu.sg,No,na,"SENGKANG MRT, RANGGUNG LRT","27, 80, 85, 86, 87, 89, 89E, 163, 163M, 372",NULL,63887258,No,MR KOH YIAK KHENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SENG KANG SECONDARY SCHOOL,SENG KANG,10   COMPASSVALE LANE,NULL,Malay,na,NORTH,253,http://www.sengkangsec.moe.edu.sg
62428796,No,Tamil,NULL,797636,GOVERNMENT SCHOOL,MISS SABARIAH BTE SUBARI,MR LIM JIT HIN,PRIMARY,sengkanggreen_ps@moe.edu.sg,No,na,Fernvale LRT (SW5) - (Sengkang West Loop),"Sengkang and Toa Payoh interchange - no 163, Along Yio Chu Kang Road, - no 70, 86, 103 and 854.Punggol Temp Interchange to Bishan Interchange - Bus 50",NULL,63864255,No,MR GAU POH TECK,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SENGKANG GREEN PRIMARY SCHOOL,SENG KANG,15   Fernvale Road,NULL,Malay,na,EAST,254,http://www.sengkanggreenpri.moe.edu.sg/
62888695,No,Tamil,NULL,555889,GOVERNMENT SCHOOL,MR QUEK CHOON HSIONG,MDM LEE HWEE PING,SECONDARY,sgss@moe.edu.sg,No,65789177,"SERANGOON MRT, ANG MO KIO MRT","25, 55, 73, 74, 74e, 76, 132, 165, 315",NULL,62889227,No,MDM GOH MIEN HUI VALERIE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SERANGOON GARDEN SECONDARY SCHOOL,SERANGOON,21   SERANGOON NORTH AVENUE 1,NULL,Malay,na,SOUTH,255,http://www.sgs.edu.sg
63851635,No,Tamil,NULL,534237,GOVERNMENT SCHOOL,MR TAN SOON HUI,MR JIN SEBASTIAN,SECONDARY,SERANGOON_SS@MOE.EDU.SG,No,na,"HOUGANG MRT, KANGKAR LRT","62, 74, 102, 113, 119, 136, 147, 324",NULL,63851589,No,MDM TAY SIOK HWA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SERANGOON SECONDARY SCHOOL,HOUGANG,11   UPPER SERANGOON VIEW,NULL,Malay,na,NORTH,256,http://www.serangoonsec.moe.edu.sg
65637418,No,Tamil,NULL,649332,GOVERNMENT SCHOOL,MR MUHAMMAD FADYLLA B RASHIMAN,MDM ADELINE CHONG,PRIMARY,sqps@moe.edu.sg,No,na,W11 Lakeside,"98, 187, 335",NULL,65637129,No,MRS SARA DE SOUZA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SHUQUN PRIMARY SCHOOL,JURONG WEST,8    JURONG WEST STREET 51,NULL,Malay,na,WEST,257,http://www.shuqunpri.moe.edu.sg
63675516,No,Tamil,NULL,739067,GOVERNMENT SCHOOL,NULL,MR ANDREW NG SIOK KWANG,PRIMARY,SLPS@MOE.EDU.SG,No,na,Woodlands,912 from Woodlands Interchange,NULL,62698832,No,MR KOE EE TIONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SI LING PRIMARY SCHOOL,WOODLANDS,61   WOODLANDS AVENUE 1,NULL,Malay,na,NORTH,258,http://www.silingpri.moe.edu.sg
62523076,No,Tamil,NULL,309437,GOVERNMENT-AIDED SCH,NULL,MDM PHUA KIA LING,PRIMARY,SCGPS@MOE.EDU.SG,No,na,Stevens,"66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960",NULL,62527966,No,MDM TAN YUNCHIN EUGENIA,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,NOVENA,190  DUNEARN ROAD,NULL,Malay,na,NORTH,259,www.scgs.moe.edu.sg
62523076,No,Tamil,NULL,309437,INDEPENDENT SCHOOL,MDM HO HUI PING,MRS SHERMAINE TANG,SECONDARY,SCGSS@MOE.EDU.SG,No,na,STEVENS MRT,"48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 971E, 972",NULL,62527966,Yes,MDM TAN YUNCHIN EUGENIA,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,SINGAPORE CHINESE GIRLS' SCHOOL,NOVENA,190  DUNEARN ROAD,NULL,Malay,na,NORTH,260,http://www.scgs.moe.edu.sg
67662100,No,Tamil,NULL,737913,SPECIALISED INDEPENDENT SCHOOL,MISS LOW YING XIU,MR HO BENG KIAT,MIXED LEVELS,enquire@sportsschool.edu.sg,No,na,Woodlands South MRT,"665, 900A, 901, 901M",NULL,67660100,No,MR ONG KIM SOON,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,SINGAPORE SPORTS SCHOOL,WOODLANDS,1    Champions Way,NULL,Malay,na,NORTH,261,http://www.sportsschool.edu.sg
67631091,No,Tamil,NULL,689762,GOVERNMENT SCHOOL,MISS ACHARY GOPALAN SHIYAMALA,MISS TAN WAN KHENG,PRIMARY,SVPS@MOE.EDU.SG,No,na,Choa Chu Kang MRT Station,307 / South View LRT Station,NULL,67697176,No,MDM SHARIDA BINTE BATCHA SAHIB,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SOUTH VIEW PRIMARY SCHOOL,CHOA CHU KANG,6    Choa Chu Kang Central,NULL,Malay,na,WEST,262,http://www.southviewpri.moe.edu.sg
64623928,No,Tamil,NULL,737758,SPECIALISED SCHOOL,MR YIP CHOONG SENG JIMMY,MR HOW PUI SENG,SECONDARY,spectra@schools.gov.sg,No,na,ADMIRALTY MRT,"901M, 904, 912, 913, 962, 964, 965, 969",NULL,64660775,No,MR TAN TECK HOCK,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SPECTRA SECONDARY SCHOOL,WOODLANDS,1    WOODLANDS DRIVE 64,NULL,Malay,na,NORTH,263,https://www.spectra.edu.sg
+65 63153351,No,Tamil,NULL,544799,GOVERNMENT SCHOOL,MR SHOEB BURHANUDDIN,MR HO WEE MIN KELVIN,PRIMARY,springdale_ps@moe.edu.sg,No,na,Sengkang Station (NE16)  Nearest LRT station: Farmway  *10-15 min walk from either station,"50, 85, 102, 372    Nearest Bus Stop: In front of Blk 326 Car Park  *1-2 min walk from bus stop; enter by Main Gate along Anchorvale Link or Rear Gate",NULL,+65 63157600,No,MDM NEO LAY WAH,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SPRINGDALE PRIMARY SCHOOL,SENG KANG,71   Anchorvale Link,NULL,Malay,na,EAST,264,http://springdalepri.moe.edu.sg/
63183050,No,na,NULL,529593,GOVERNMENT SCHOOL,MR KEITH TAN,MR CHAN WENG ONN MARTIN,SECONDARY,SPRINGFIELDS@MOE.EDU.SG,No,na,"TAMPINES MRT, TAMPINES WEST MRT","8, 15, 23, 58, 69, 118, 129, 291, 293, 298, 513, 518",NULL,63183053,No,MRS MABEL LEONG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SPRINGFIELD SECONDARY SCHOOL,TAMPINES,30   TAMPINES AVENUE 8,NULL,Malay,na,EAST,265,http://www.springfieldsec.moe.edu.sg
62898615,No,Tamil,NULL,556140,GOVERNMENT-AIDED SCH,MDM YEE WHOY CHONG,MISS CHENG LI NGOH JACKIE,SECONDARY,STGSS@MOE.EDU.SG,No,na,SERANGOON MRT,158,NULL,62889470,No,MR LIM CHEE KOON SHAWN,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,ST. GABRIEL'S SECONDARY SCHOOL,SERANGOON,24   SERANGOON AVENUE 1,NULL,Malay,na,SOUTH,273,http://www.stgabrielssec.moe.edu.sg
62850037,No,na,NULL,357691,GOVERNMENT-AIDED SCH,MRS WHANG AI LEE,MR ANG KHENG SAN CECIL,JUNIOR COLLEGE,sajc@moe.edu.sg,No,62852007,Potong Pasir NE10,"SBSTransit: 8, 26, 31, 90, 142 ,151, 154 (Diocese of Singapore) SMRT Buses:  857, 966, 985 (Diocese of Singapore),  853 (Upper Serangoon Road)",NULL,62857008,No,MR THAM KINE THONG,na,CO-ED SCHOOL,NULL,No,FULL DAY,ST. ANDREW'S JUNIOR COLLEGE,TOA PAYOH,5    Sorby Adams Drive,NULL,na,na,SOUTH,266,http://www.standrewsjc.moe.edu.sg/
62895242,No,Tamil,NULL,359337,GOVERNMENT-AIDED SCH,NULL,MR THAM KINE CHUEN THOMAS,PRIMARY,sajs@moe.edu.sg,No,na,"Potong Pasir,Toa Payoh","8,13,26,31,90,90A,107,133,142,147,853,NR6",NULL,62884303,No,MISS NEO PHEI TZE PATSY,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,ST. ANDREW'S JUNIOR SCHOOL,TOA PAYOH,2    FRANCIS THOMAS DRIVE,NULL,Malay,na,SOUTH,267,http://www.saintandrewsjunior.moe.edu.sg
63823779,No,Tamil,NULL,359342,GOVERNMENT-AIDED SCH,MISS TEO PEK HOON AGNES,"MR TEO HAN WOON, DENNIS",SECONDARY,sass@moe.edu.sg,No,na,POTONG PASIR MRT,"8, 13, 26, 31, 90, 90A, 107, 133, 142, 147, 853",NULL,62851944,No,MR LEE HAN HWA,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,ST. ANDREW'S SECONDARY SCHOOL,TOA PAYOH,15   FRANCIS THOMAS DRIVE,NULL,Malay,na,SOUTH,268,http://www.standrewssec.moe.edu.sg
64492146,No,Tamil,NULL,469701,GOVERNMENT-AIDED SCH,MDM ARIKEN CHARMAINE CARRIE,MRS IRENE GOH HOCK NGUAN,PRIMARY,sacps@moe.edu.sg,No,na,Bedok MRT,17,NULL,64492239,No,MDM KOK LAI YOKE,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,BEDOK,1602 BEDOK NORTH AVE 4,NULL,Malay,na,EAST,269,http://www.stanthonyscanossianpri.moe.edu.sg
64490162,No,Tamil,NULL,469700,GOVERNMENT-AIDED SCH,MISS WANG SIEW PING,MDM NG MEOW LENG NANCY,SECONDARY,sacss@moe.edu.sg,No,na,"BEDOK MRT, BEDOK RESERVOIR MRT","17, 14, 46, 222",NULL,64490616,No,MDM KOH TYNG YUANN FIONA,Chinese,GIRLS' SCHOOL,NULL,Yes,SINGLE SESSION,ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,BEDOK,1600 BEDOK NORTH AVENUE 4,NULL,Malay,na,EAST,270,http://www.stanthonyscanossiansec.moe.edu.sg
65690811,No,Tamil,NULL,659401,GOVERNMENT-AIDED SCH,MISS MATHEW ANNA,MDM SEOW SWEE NEO CHRISTINA,PRIMARY,SAPS@MOE.EDU.SG,No,na,Bukit Gombak MRT Station,945,NULL,65690822,No,MISS CECILIA LIM SEOK CHENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ST. ANTHONY'S PRIMARY SCHOOL,BUKIT BATOK,30   Bukit Batok St 32,NULL,Malay,na,WEST,271,http://www.stanthonyspri.moe.edu.sg
63820344,No,Tamil,NULL,556742,GOVERNMENT-AIDED SCH,NULL,MR KEITH TAN CHIN HENG,PRIMARY,STGPS@MOE.EDU.SG,No,na,Lor Chuan MRT Station (Circle Line),"73, 105, 159",NULL,62803628,No,MR MARTIN TAN SIEW KIN,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,ST. GABRIEL'S PRIMARY SCHOOL,SERANGOON,220  Lorong Chuan,NULL,Malay,na,SOUTH,272,http://www.stgabrielspri.moe.edu.sg
67830527,Yes,Tamil,NULL,529706,GOVERNMENT-AIDED SCH,MDM GOH HUI CHENG,MR ANG WEI TECK,PRIMARY,shps@moe.edu.sg,No,na,"Tampines West, Tampines Central",Feeder Bus service: 293 from Tampines Interchange (towards St 71),NULL,67811916,No,MDM LEONG BENG YUET DAPHNE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ST. HILDA'S PRIMARY SCHOOL,TAMPINES,2    Tampines Ave 3,NULL,Malay,na,EAST,274,http://www.shps.moe.edu.sg
67865011,No,Tamil,NULL,528986,GOVERNMENT-AIDED SCH,NULL,MDM SO MUN YEE,SECONDARY,SHSS@MOE.EDU.SG,No,na,"TAMPINES MRT, TAMPINES WEST MRT","22, 129, 293, 298",NULL,63055277,No,"MDM HENG SUE LIN, JANICE",Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ST. HILDA'S SECONDARY SCHOOL,TAMPINES,2    TAMPINES STREET 82,NULL,Malay,na,EAST,275,http://www.sthildassec.moe.edu.sg
62533640,No,Tamil,NULL,308274,INDEPENDENT SCHOOL,MDM LOH YOON LIN,MR DOMINIC ANG SWEE KENG,MIXED LEVELS,contact@sji.edu.sg,No,na,STEVENS MRT,"105, 132, 151, 153, 154, 156, 186, 190, 960, 972",MDM LIM LAY HOON,62500022,Yes,FR ADRIAN AUGUSTUS DANKER,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,ST. JOSEPH'S INSTITUTION,NOVENA,38   MALCOLM ROAD,NULL,Malay,na,SOUTH,276,http://www.sji.edu.sg
62557455,No,Tamil,NULL,309331,GOVERNMENT-AIDED SCH,NULL,"MISS YAK HIOK WOON, FAITH",PRIMARY,sjijunior@moe.edu.sg,No,na,Novena,21;54;56;57;124;131;141;166;518;851;980,NULL,62552700,No,MR LEONG YEW HON ERIC,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,ST. JOSEPH'S INSTITUTION JUNIOR,NOVENA,3    ESSEX ROAD,NULL,Malay,na,SOUTH,277,http://www.sjijunior.edu.sg
na,No,Tamil,NULL,387724,GOVERNMENT-AIDED SCH,NULL,MDM ALISON ANG SIOK PHING,PRIMARY,na,No,na,Mattar MRT Station (DT25),"40, 61, 63, 65, 66, 135, 154, 155, 158",NULL,na,No,MRS KO-TAN LI LING,Chinese,GIRLS' SCHOOL,NULL,No,SINGLE SESSION,ST. MARGARET'S PRIMARY SCHOOL,CENTRAL,2    Mattar Road,NULL,Malay,na,SOUTH,278,na
64666709,No,Tamil,NULL,259240,GOVERNMENT-AIDED SCH,NULL,MS TOH SUSAN,SECONDARY,stmargaretss@moe.edu.sg,No,na,FARRER ROAD MRT,"48, 93, 153, 165, 174, 186, 855, 961",NULL,64664525,No,MISS LIM HUI KHENG LINDA,Chinese,GIRLS' SCHOOL,NULL,Yes,SINGLE SESSION,ST. MARGARET'S SECONDARY SCHOOL,BUKIT TIMAH,111  FARRER ROAD,NULL,Malay,na,SOUTH,279,http://www.stmargaretssec.moe.edu.sg
63445152,No,Tamil,NULL,429058,GOVERNMENT-AIDED SCH,MS NG FOONG MENG,MR LEONG TSHUN KHONG PAUL,SECONDARY,stpatricksch@moe.edu.sg,No,63441429,KEMBANGAN MRT,"10, 10E, 12, 13, 14, 14E, 15, 16, 31, 32, 36, 40, 43, 47, 48, 55, 135, 150, 155, 196, 197",NULL,63440929,No,MR MARK GERARD MINJOOT,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,ST. PATRICK'S SCHOOL,BEDOK,490  EAST COAST ROAD,NULL,Malay,na,EAST,280,http://www.stpatricks.moe.edu.sg
64422576,No,Tamil,NULL,455789,GOVERNMENT-AIDED SCH,NULL,MR EDWIN HENG TOW YANG,PRIMARY,STSTEPHENSCH@MOE.EDU.SG,No,64441645,Kembangan MRT Station,"2,7,24,25,26,28,30,32,33,67,854",NULL,62419513,No,MR GOH HENG LIANG TIMOTHY,Chinese,BOYS' SCHOOL,NULL,No,SINGLE SESSION,ST. STEPHEN'S SCHOOL,BEDOK,20   SIGLAP VIEW,NULL,Malay,na,EAST,281,http://www.ststephens.moe.edu.sg
62919262,No,Tamil,NULL,198423,GOVERNMENT SCHOOL,NULL,MDM RAHIMA BTE ABDUL RAHMAN,PRIMARY,STAMFORD_PS@MOE.EDU.SG,No,na,"Bugis MRT Station, Jalan Besar MRT Station","Along Victoria Street:2,7,12,32,33, 51, 61,63,80,130,133,145, 175, 197",NULL,62945074,No,MDM FAN YUEN FUN CASSIE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,STAMFORD PRIMARY SCHOOL,CENTRAL,1    VICTORIA LANE,NULL,Malay,na,SOUTH,282,http://www.stamfordpri.moe.edu.sg
65693028,No,Tamil,NULL,659322,GOVERNMENT SCHOOL,MISS WONG WEE LING,MR HOI WENG KIT DERRICK,SECONDARY,SCSS@MOE.EDU.SG,No,na,BUKIT GOMBAK MRT,"187, 188, 985, 945",NULL,65637173,No,MR SHERWIN CHENG SAN SHIAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,SWISS COTTAGE SECONDARY SCHOOL,BUKIT BATOK,3    BUKIT BATOK STREET 34,NULL,Malay,na,WEST,283,http://www.swisscottagesec.moe.edu.sg
63493667,No,Tamil,NULL,518799,GOVERNMENT SCHOOL,MDM TOH LAY HAR,MR ANG YEOU PENG,JUNIOR COLLEGE,tmjc@moe.edu.sg,No,na,Pasir Ris MRT Station,"3, 39, 53, 81, 89, 109, 358, 518",NULL,63493660,No,MISS YOONG NYOK KE PAMELA,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,TAMPINES MERIDIAN JUNIOR COLLEGE,PASIR RIS,21   Pasir Ris Street 71,NULL,Malay,na,EAST,284,http://www.tmjc.moe.edu.sg
67863117,No,Tamil,NULL,529565,GOVERNMENT SCHOOL,MR MOHAMED IMRAN B MOHAMED IHSAN,MR HO FU CHEW,PRIMARY,TNPS@MOE.EDU.SG,No,na,Tampines MRT,"SBS Transit 28, 29, 293",NULL,67854329,No,MDM RATNA KUMARI D/O R RAMACHANDRA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TAMPINES NORTH PRIMARY SCHOOL,TAMPINES,30   TAMPINES AVENUE 9,NULL,Malay,na,EAST,285,http://www.tampinesnorthpri.moe.edu.sg
67843521,No,Tamil,NULL,529426,GOVERNMENT SCHOOL,NULL,MRS ZAHIRA BINTE MOHAMED SEDIK,PRIMARY,TPPS@MOE.EDU.SG,No,na,Tampines MRT,"8, 10, 17,18, 27, 31, 65, 292, 293, or any bus going into Tampines Interchange",NULL,67831190,No,MDM LEE LAY SEE/ MRS LAY SEE NEUFELD,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TAMPINES PRIMARY SCHOOL,TAMPINES,250  TAMPINES STREET 12,NULL,Malay,na,EAST,286,http://www.tampinespri.moe.edu.sg
67843059,No,Tamil,NULL,529427,GOVERNMENT SCHOOL,MR CHEONG TIEN BENG,MS SANTHA SUKUMARAN,SECONDARY,TPSS@MOE.EDU.SG,No,na,TAMPINES MRT,"3,  8,  10,  15,  17,  18,  20,  21,  23,  27,  28,  31,  34,  39,  59,  65,  129,  168,  292,  298,  518",NULL,67835423,No,MR LAN MINGJUN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TAMPINES SECONDARY SCHOOL,TAMPINES,252  TAMPINES ST 12,NULL,Malay,na,EAST,287,https://www.tampinessec.moe.edu.sg
67734457,No,Tamil,NULL,127391,GOVERNMENT SCHOOL,DR LIM SIEW YEE,MR CHEEN HSIEN HONG,SECONDARY,tanglin_ss@moe.edu.sg,No,na,CLEMENTI MRT,"30, 51, 78, 143, 285, 655",NULL,64248200,No,MR CHONG JACK SHENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TANGLIN SECONDARY SCHOOL,CLEMENTI,301  WEST COAST ROAD,NULL,Malay,na,SOUTH,288,http://www.tanglinsec.moe.edu.sg
63451487,No,Tamil,NULL,439272,GOVERNMENT SCHOOL,NULL,MDM YEHIDAAH BEEVI D/O SHAIK A,SECONDARY,tkgs@moe.edu.sg,No,na,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 43, 134, 135, 197",NULL,63441593,No,MISS CHEW ING LIM,Chinese,GIRLS' SCHOOL,NULL,Yes,SINGLE SESSION,TANJONG KATONG GIRLS' SCHOOL,MARINE PARADE,20   Dunman Lane,NULL,Malay,64409187(from 2017),EAST,289,http://www.tkgs.moe.edu.sg
63445370,No,Tamil,NULL,437259,GOVERNMENT SCHOOL,MDM TOH LENG LENG,MDM HOO WAI LING,PRIMARY,TKPS@MOE.EDU.SG,No,na,na,na,NULL,63444728,No,MDM CHUA LAY TIN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TANJONG KATONG PRIMARY SCHOOL,MARINE PARADE,10   Seraya Road,NULL,Malay,na,EAST,290,http://www.tanjongkatongpri.moe.edu.sg/
64409624,No,Tamil,NULL,438796,GOVERNMENT SCHOOL,MDM NG SIEW CHIN,MR KOH TONG SEAH,SECONDARY,tkss@moe.edu.sg,No,na,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 76, 135, 197",NULL,63443471,No,MRS DOLLY ONG KIM LENG,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,TANJONG KATONG SECONDARY SCHOOL,MARINE PARADE,130  HAIG ROAD,NULL,Malay,na,EAST,291,http://www.tanjongkatongsec.moe.edu.sg
64435973,Yes,na,NULL,449761,GOVERNMENT-AIDED SCH,MISS CHOW CHIA MIN AGNES,MR LEOW YEN MIN (LIAO YANMING),PRIMARY,taonan_sch@moe.edu.sg,Yes,na,"Paya Lebar, Eunos","13, 16, 31, 36, 43, 48, 55, 134, 196, 197",NULL,64428307,No,MDM POH QINYU,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TAO NAN SCHOOL,MARINE PARADE,49   MARINE CRESCENT,NULL,na,na,EAST,292,http://www.taonan.moe.edu.sg
64589886,No,Tamil,NULL,569299,GOVERNMENT SCHOOL,NULL,MDM RAPS AZRINAH,PRIMARY,tgps@moe.edu.sg,No,na,Ang Mo Kio & Bishan,"22,24,135,853,162,262,159",NULL,64548769,No,MR WONG JIA WANG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TECK GHEE PRIMARY SCHOOL,ANG MO KIO,1    ANG MO KIO STREET 32,NULL,Malay,na,SOUTH,293,http://www.teckgheepri.moe.edu.sg
67635191,No,Tamil,NULL,688261,GOVERNMENT SCHOOL,NULL,MRS CHAY GEK NOI,PRIMARY,twps@moe.edu.sg,No,na,Choa Chu Kang MRT & LRT,"975, 190 & 985",NULL,67691025,No,MISS WONG LIANG- JI TABITHA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TECK WHYE PRIMARY SCHOOL,CHOA CHU KANG,11   TECK WHYE WALK,NULL,Malay,na,WEST,294,http://www.teckwhyepri.moe.edu.sg
67630487,No,Tamil,NULL,688848,GOVERNMENT SCHOOL,MDM JANE LEE EE LEI,MISS DIANA GOH BOON LANG,SECONDARY,TWSS@MOE.EDU.SG,No,na,"CHUA CHU KANG MRT, PHOENIX LRT","975, 985, 190, 982E",NULL,67691386,No,MR N SIVARAJAN,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TECK WHYE SECONDARY SCHOOL,CHOA CHU KANG,31   TECK WHYE CRESCENT,NULL,Malay,na,WEST,295,http://www.teckwhyesec.moe.edu.sg
62442182,No,Tamil,NULL,479239,GOVERNMENT SCHOOL,NULL,MDM CHUA WANG LING IRENE,PRIMARY,telokkuraups@moe.edu.sg,No,na,Kaki Bukit MRT (nearest),"8, 15, 22, 55, 65, 60,66, 87 & 506",NULL,62441600,No,MISS LAU WAN SZE,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TELOK KURAU PRIMARY SCHOOL,BEDOK,50   BEDOK RESERVOIR RD,NULL,Malay,na,EAST,296,http://www.telokkuraupri.moe.edu.sg
64428762,No,Tamil,NULL,469278,GOVERNMENT SCHOOL,MR LOW CHEE WAI,MDM TAN KIA HUAN,MIXED LEVELS,TEMASEK_JC@MOE.EDU.SG,No,na,BEDOK MRT,"12, 12E, 16, 31, 38, 47, 137, 155, 196, 196A, 197, 229",NULL,64428066,Yes,MDM SIM AY NAR,Chinese,CO-ED SCHOOL,NULL,No,FULL DAY,TEMASEK JUNIOR COLLEGE,BEDOK,22   BEDOK SOUTH ROAD,NULL,Malay,na,EAST,297,http://www.temasekjc.moe.edu.sg
64495871,No,Tamil,NULL,469300,GOVERNMENT SCHOOL,NULL,MDM HASLINDAH BTE BAHROM,PRIMARY,temasek_ps@moe.edu.sg,No,na,Tanah Merah MRT,"229, 10, 14, 13, 48, 43, 506",NULL,64438134,No,MDM ANG GEK LENG ALISON AMANDA,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TEMASEK PRIMARY SCHOOL,BEDOK,501  BEDOK SOUTH AVE 3,NULL,Malay,na,EAST,298,http://www.temasekpri.moe.edu.sg
64491450,No,Tamil,NULL,465561,GOVERNMENT SCHOOL,MR TAY MENG KIAT,MR PONG WEN LONG,SECONDARY,temasek_ss@moe.edu.sg,No,na,"BEDOK MRT, TANAH MERAH MRT","10, 10E, 13, 14, 25, 43, 46, 55, 137, 229, 506, 531, 853",NULL,64495020,No,MS LEAH AW,Chinese,CO-ED SCHOOL,NULL,Yes,SINGLE SESSION,TEMASEK SECONDARY SCHOOL,BEDOK,600  UPPER EAST COAST ROAD,NULL,Malay,na,EAST,299,https://temaseksec.moe.edu.sg
64570141,No,Tamil,NULL,569730,GOVERNMENT SCHOOL,NULL,MDM LYNETTE FERNANDEZ,PRIMARY,TOWNSVILLEPS@MOE.EDU.SG,No,na,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",NULL,64574345,No,MR TAN BOON HONG VICTOR,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,TOWNSVILLE PRIMARY SCHOOL,ANG MO KIO,3    ANG MO KIO AVE 10,NULL,Malay,na,SOUTH,300,http://www.townsvillepri.moe.edu.sg/
67676751,No,na,NULL,688268,GOVERNMENT SCHOOL,MDM LEE SUET FONG,MR KOH PENG YEOW,PRIMARY,UNITY_PS@MOE.EDU.SG,No,na,Yew Tee MRT,TIBs 302,NULL,67676750,No,MRS LEE-KOH SIEW CHENG,Chinese,CO-ED SCHOOL,NULL,No,SINGLE SESSION,UNITY PRIMARY SCHOOL,CHOA CHU KANG,21   CHOA CHU KANG CRESCENT,NULL,Malay,na,WEST,301,http://www.unitypri.moe.edu.sg
